chrom	length	bases	mean	min	max
TE_00004354#MITE/DTC	366	24946	68.16	19	87
TE_00004355_LTR#LTR/Gypsy	4170	1933881	463.76	2	1881
TE_00004356#MITE/DTA	178	7840	44.04	17	66
TE_00004357_INT#LTR/Gypsy	185	2017	10.90	1	19
TE_00004358_INT#LTR/Copia	2177	940564	432.05	0	1707
TE_00004360_INT#LTR/Gypsy	3768	8505445	2257.28	0	9309
TE_00004361_INT#LTR/Gypsy	4360	588130	134.89	65	209
TE_00004362#DNA/Helitron	3806	42665	11.21	0	56
TE_00004363_INT#LTR/Gypsy	4339	50704	11.69	0	42
TE_00004366_LTR#LTR/Gypsy	1334	10155711	7612.98	0	12127
TE_00004367#DNA/Helitron	694	7937	11.44	0	27
TE_00004370#DNA/DTH	2131	1179566	553.53	32	954
TE_00004371#MITE/DTM	191	13271	69.48	30	104
TE_00004372#DNA/DTM	678	7227	10.66	1	26
TE_00004373_INT#LTR/Copia	1426	319236	223.87	0	969
TE_00004374#DNA/Helitron	9098	82495	9.07	0	176
TE_00004375#DNA/DTT	4352	79094	18.17	0	557
TE_00004376_INT#LTR/Gypsy	429	360144	839.50	0	1926
TE_00004378_INT#LTR/Gypsy	279	3475393	12456.61	1980	34407
TE_00004379#DNA/Helitron	9011	108380	12.03	0	359
TE_00004380_LTR#LTR/Gypsy	1028	522728	508.49	57	2219
TE_00004381_INT#LTR/Gypsy	302	136992	453.62	0	628
TE_00004382_INT#LTR/Copia	129	614624	4764.53	44	6727
TE_00004383#DNA/DTM	1499	33679	22.47	1	62
TE_00004384#MITE/DTT	116	894	7.71	1	22
TE_00004385_INT#LTR/Gypsy	4748	6760119	1423.78	0	4148
TE_00004386#DNA/DTM	4746	119685	25.22	3	50
TE_00004387#DNA/DTC	1019	15450	15.16	2	58
TE_00004388#DNA/Helitron	147	933	6.35	0	16
TE_00004389_LTR#LTR/Gypsy	999	268035	268.30	0	703
TE_00004390_INT#LTR/Gypsy	1132	258465	228.33	0	729
TE_00004391#DNA/Helitron	263	1799	6.84	1	22
TE_00004392#DNA/Helitron	2087	23919	11.46	1	37
TE_00004393#DNA/DTM	2703	396813	146.80	10	219
TE_00004394_INT#LTR/Copia	4941	249473	50.49	2	132
TE_00004395_LTR#LTR/Gypsy	1082	1011084	934.46	93	2717
TE_00004396#DNA/DTC	720	56516	78.49	0	408
TE_00004399#DNA/DTT	1370	5412	3.95	0	27
TE_00004401#MITE/DTM	296	4484	15.15	1	21
TE_00004402_LTR#LTR/Gypsy	504	454405	901.60	61	3427
TE_00004403_INT#LTR/Copia	4951	296519	59.89	9	399
TE_00004404_INT#LTR/Gypsy	2784	422068	151.60	25	341
TE_00004405_INT#LTR/Gypsy	4429	1052744	237.69	0	2805
TE_00004406_LTR#LTR/Gypsy	934	125015	133.85	2	529
TE_00004407#DNA/DTT	1627	21412	13.16	0	59
TE_00004409_INT#LTR/Gypsy	1339	161022	120.26	0	1022
TE_00004410#MITE/DTT	134	621	4.63	1	10
TE_00004411_LTR#LTR/Gypsy	2819	1320773	468.53	2	2463
TE_00004412_INT#LTR/Copia	6610	170220	25.75	1	98
TE_00004413#MITE/DTH	382	1271	3.33	0	9
TE_00004414#DNA/DTT	2683	19347	7.21	0	61
TE_00004416#MITE/DTT	89	1034	11.62	0	26
TE_00004417_LTR#LTR/Gypsy	4533	5686141	1254.39	71	4563
TE_00004418#DNA/DTC	3355	91003	27.12	0	80
TE_00004419_INT#LTR/Gypsy	3187	1943822	609.92	0	2169
TE_00004420#MITE/DTA	158	1480	9.37	3	13
TE_00004421#DNA/DTC	1129	150472	133.28	0	301
TE_00004422_INT#LTR/Gypsy	584	290483	497.40	1	1612
TE_00004423_INT#LTR/Gypsy	409	523649	1280.32	0	3145
TE_00004424_INT#LTR/Gypsy	95	18287	192.49	0	254
TE_00004425#MITE/DTT	157	5279	33.62	0	147
TE_00004426#DNA/DTT	3223	12075	3.75	0	18
TE_00004427#DNA/Helitron	12559	41927473	3338.44	0	14274
TE_00004429#DNA/DTT	4226	61763	14.62	0	56
TE_00004431#MITE/DTA	552	15046	27.26	0	50
TE_00004433_LTR#LTR/Copia	249	3773	15.15	6	19
TE_00004434_LTR#LTR/Gypsy	254	11380	44.80	8	105
TE_00004435_INT#LTR/Gypsy	2817	1366924	485.24	1	1389
TE_00004436#DNA/Helitron	615	8476	13.78	1	108
TE_00004437_INT#LTR/Gypsy	1744	107218	61.48	4	142
TE_00004438#MITE/DTT	248	696	2.81	1	7
TE_00004439#DNA/DTC	3618	648969	179.37	0	1048
TE_00004440_INT#LTR/Gypsy	139	28132	202.39	0	573
TE_00004443#DNA/Helitron	17640	34115	1.93	0	43
TE_00004444#DNA/DTT	3044	2264395	743.89	0	3054
TE_00004445_INT#LTR/Copia	5907	5346250	905.07	34	2240
TE_00004446_INT#LTR/Gypsy	3326	454943	136.78	0	294
TE_00004447_INT#LTR/Gypsy	2156	2964130	1374.83	0	5395
TE_00004448_INT#LTR/Gypsy	6564	7842248	1194.74	0	3587
TE_00004449#MITE/DTT	126	2083	16.53	0	46
TE_00004450_LTR#LTR/Copia	241	2131	8.84	2	16
TE_00004451#DNA/Helitron	347	600675	1731.05	2	3922
TE_00004452#DNA/DTT	871	15476	17.77	3	94
TE_00004453_INT#LTR/Gypsy	270	263420	975.63	0	1466
TE_00004454_INT#LTR/Copia	4622	109729	23.74	2	47
TE_00004455_INT#LTR/Gypsy	4113	5142380	1250.27	0	2680
TE_00004457#DNA/DTH	2477	719260	290.38	7	671
TE_00004458#DNA/Helitron	1653	10834	6.55	1	27
TE_00004459#MITE/DTT	110	372	3.38	0	10
TE_00004460#DNA/Helitron	1864	12023	6.45	0	42
TE_00004461_INT#LTR/Gypsy	994	2529111	2544.38	0	6089
TE_00004462#DNA/DTT	1063	5089	4.79	0	66
TE_00004463#MITE/DTT	192	14878	77.49	14	144
TE_00004464_INT#LTR/Gypsy	197	848683	4308.04	1100	5520
TE_00004466_INT#LTR/Copia	1457	293583	201.50	0	910
TE_00004467#DNA/DTH	1491	29314	19.66	0	72
TE_00004468#DNA/DTT	644	1592202	2472.36	242	3005
TE_00004469#DNA/DTM	1334	22189	16.63	1	31
TE_00004470_LTR#LTR/Gypsy	1032	2510573	2432.73	9	6510
TE_00004471#MITE/DTT	208	367224	1765.50	97	2513
TE_00004472_LTR#LTR/Copia	171	4436	25.94	0	35
TE_00004474_INT#LTR/Gypsy	5939	6028709	1015.11	17	4422
TE_00004475#MITE/DTH	260	266060	1023.31	403	1806
TE_00004476_INT#LTR/Gypsy	2874	347770	121.01	15	368
TE_00004478_LTR#LTR/Gypsy	408	10702	26.23	8	48
TE_00004479_INT#LTR/Gypsy	5848	5034939	860.97	4	4533
TE_00004480_INT#LTR/Gypsy	3515	7470973	2125.45	0	5968
TE_00004481#DNA/DTM	1817	21899	12.05	2	30
TE_00004482_INT#LTR/Copia	2394	21886878	9142.39	0	26518
TE_00004483_INT#LTR/Gypsy	1114	1979659	1777.07	1	5407
TE_00004484#DNA/DTA	902	4581	5.08	0	19
TE_00004485#DNA/DTC	3058	79164	25.89	0	1065
TE_00004486#DNA/DTM	1923	232344	120.82	1	363
TE_00004488#DNA/DTH	3305	74158	22.44	0	241
TE_00004489#DNA/DTM	1005	19999	19.90	0	135
TE_00004490#MITE/DTM	101	2758	27.31	11	37
TE_00004491#DNA/DTC	4004	22276	5.56	1	42
TE_00004492_INT#LTR/Gypsy	1805	188841	104.62	0	355
TE_00004493#DNA/DTC	2706	259166	95.77	2	754
TE_00004494#MITE/DTT	80	70990	887.38	384	1005
TE_00004495#MITE/DTT	322	4230	13.14	0	75
TE_00004496_INT#LTR/Gypsy	1040	3450412	3317.70	0	9809
TE_00004497#MITE/DTH	183	11781	64.38	2	110
TE_00004498#DNA/DTT	690	155868	225.90	1	712
TE_00004500#DNA/DTC	4457	70937	15.92	0	80
TE_00004502_INT#LTR/Gypsy	4883	400521	82.02	8	277
TE_00004503#DNA/DTC	3927	546088	139.06	3	512
TE_00004504#MITE/DTT	373	996364	2671.22	2	4107
TE_00004505_INT#LTR/Gypsy	1630	7044	4.32	0	9
TE_00004506#MITE/DTH	498	66067	132.66	0	270
TE_00004507#DNA/Helitron	475	46883	98.70	0	132
TE_00004508_INT#LTR/Gypsy	12441	2069357	166.33	0	588
TE_00004509_LTR#LTR/Gypsy	345	58334	169.08	40	278
TE_00004510#MITE/DTC	183	532	2.91	1	5
TE_00004511#MITE/DTT	373	3670	9.84	5	19
TE_00004512_INT#LTR/Copia	4712	1423841	302.17	7	1082
TE_00004513#DNA/DTT	3662	43246	11.81	0	68
TE_00004514_INT#LTR/Copia	4121	4012982	973.79	1	4581
TE_00004515#DNA/DTH	2169	379753	175.08	1	286
TE_00004516#MITE/DTT	85	486	5.72	3	7
TE_00004517_LTR#LTR/Gypsy	304	4124	13.57	4	24
TE_00004518#DNA/DTM	1410	8087	5.74	0	22
TE_00004519#DNA/Helitron	249	508	2.04	0	5
TE_00004522#MITE/DTT	215	179805	836.30	2	1195
TE_00004523#MITE/DTT	449	3153	7.02	1	29
TE_00004524_INT#LTR/Gypsy	1459	1246684	854.48	0	3431
TE_00004525#DNA/DTM	1122	2679	2.39	0	10
TE_00004526_INT#LTR/Gypsy	4857	3604017	742.03	0	15970
TE_00004527#MITE/DTH	591	4308	7.29	0	35
TE_00004528_INT#LTR/Gypsy	134	759	5.66	0	25
TE_00004529#DNA/DTM	908	70267	77.39	2	164
TE_00004530#DNA/DTC	1591	56392	35.44	2	115
TE_00004531_INT#LTR/Gypsy	2468	2337626	947.17	3	4143
TE_00004533_INT#LTR/Copia	8696	17480320	2010.16	11	7674
TE_00004535#DNA/Helitron	441	11495	26.07	11	49
TE_00004537#MITE/DTT	388	3543	9.13	1	16
TE_00004538#MITE/DTA	310	4825	15.56	1	27
TE_00004539_INT#LTR/Gypsy	6472	4593913	709.81	5	2816
TE_00004540#DNA/DTM	1181	62252	52.71	18	87
TE_00004541_INT#LTR/Copia	4175	139745	33.47	2	73
TE_00004542_INT#LTR/Gypsy	226	8629	38.18	0	116
TE_00004543#DNA/DTH	2627	54710	20.83	1	154
TE_00004545_INT#LTR/Gypsy	3988	6696904	1679.26	0	3835
TE_00004547#DNA/DTC	2350	1031722	439.03	0	1002
TE_00004548_INT#LTR/Gypsy	7261	1907271	262.67	0	775
TE_00004549#DNA/DTC	649	16616	25.60	0	95
TE_00004550#MITE/DTT	263	8429	32.05	2	291
TE_00004551#DNA/DTC	121	1570	12.98	0	25
TE_00004552_LTR#LTR/Gypsy	330	32698	99.08	30	283
TE_00004553_LTR#LTR/Copia	1332	10522989	7900.14	2342	12331
TE_00004554_LTR#LTR/Gypsy	2670	8980552	3363.50	7	8011
TE_00004555_LTR#LTR/Gypsy	270	3213	11.90	5	17
TE_00004556_INT#LTR/Gypsy	944	269024	284.98	0	729
TE_00004557#DNA/DTH	307	12732	41.47	0	71
TE_00004558#DNA/DTC	574	10853	18.91	0	76
TE_00004559#DNA/DTM	683	12746	18.66	2	80
TE_00004560#DNA/DTM	4827	186363	38.61	1	146
TE_00004561#MITE/DTM	554	5296	9.56	1	15
TE_00004562#DNA/DTM	1726	473601	274.39	1	869
TE_00004563_LTR#LTR/Copia	236	5638	23.89	5	54
TE_00004564_INT#LTR/Gypsy	2768	343075	123.94	0	751
TE_00004565#DNA/DTA	1763	18802	10.66	0	62
TE_00004566#DNA/DTM	1969	49417	25.10	7	80
TE_00004567#MITE/DTM	240	97	0.40	0	1
TE_00004569_LTR#LTR/Gypsy	965	319732	331.33	55	789
TE_00004570#DNA/DTM	1165	30146	25.88	2	94
TE_00004572_LTR#LTR/Gypsy	842	57399	68.17	9	163
TE_00004573_INT#LTR/Gypsy	4563	92257	20.22	2	42
TE_00004574#DNA/DTA	667	2090	3.13	1	8
TE_00004575_INT#LTR/Gypsy	2442	486622	199.27	3	269
TE_00004576#MITE/DTH	138	5252	38.06	14	54
TE_00004577#DNA/DTC	2073	125663	60.62	1	160
TE_00004578#DNA/DTT	4427	101304	22.88	0	132
TE_00004579_INT#LTR/Gypsy	6174	1026837	166.32	12	958
TE_00004580#MITE/DTT	526	1490	2.83	0	14
TE_00004581_LTR#LTR/Gypsy	989	160277	162.06	25	635
TE_00004582#MITE/DTA	539	18687	34.67	0	104
TE_00004583#DNA/DTC	1255	329953	262.91	7	524
TE_00004586#MITE/DTH	272	43269	159.08	57	285
TE_00004587_INT#LTR/Gypsy	1157	774637	669.52	10	2026
TE_00004588#DNA/DTM	1197	48451	40.48	15	66
TE_00004589#MITE/DTT	274	66108	241.27	6	524
TE_00004591#DNA/DTH	1832	208131	113.61	0	330
TE_00004594_INT#LTR/Copia	7262	2543982	350.31	2	1798
TE_00004597#DNA/DTC	1042	65060	62.44	5	165
TE_00004599#DNA/DTM	1531	13138	8.58	0	64
TE_00004600#DNA/DTM	1236	37636	30.45	5	103
TE_00004601_INT#LTR/Gypsy	1110	5250576	4730.25	0	16048
TE_00004602#DNA/Helitron	5555	475190	85.54	0	1121
TE_00004603#DNA/DTH	1134	179508	158.30	2	328
TE_00004604#DNA/DTC	2047	28244	13.80	0	66
TE_00004605#DNA/Helitron	5111	140793	27.55	0	212
TE_00004606_INT#LTR/Gypsy	372	79006	212.38	1	632
TE_00004607_LTR#LTR/Gypsy	1159	942828	813.48	22	3842
TE_00004608#DNA/DTC	2331	17886	7.67	0	152
TE_00004609#DNA/DTM	1118	32496	29.07	3	91
TE_00004610#DNA/DTH	152	7054	46.41	30	59
TE_00004612#MITE/DTT	125	3050	24.40	7	42
TE_00004613#DNA/Helitron	4847	78408	16.18	0	151
TE_00004615#DNA/Helitron	1852	30358	16.39	0	36
TE_00004616_INT#LTR/Gypsy	953	229264	240.57	4	1419
TE_00004617_INT#LTR/Gypsy	1157	320399	276.92	0	636
TE_00004618#DNA/DTT	4104	38017	9.26	0	47
TE_00004619_INT#LTR/Gypsy	3918	2871271	732.84	3	3056
TE_00004621_LTR#LTR/Copia	134	4422	33.00	17	55
TE_00004622_INT#LTR/Copia	3767	339914	90.23	0	373
TE_00004623#MITE/DTC	321	1142	3.56	1	5
TE_00004624_INT#LTR/Gypsy	315	223762	710.36	153	1248
TE_00004625#MITE/DTM	133	5307	39.90	17	60
TE_00004626_INT#LTR/Copia	2555	189187	74.05	0	215
TE_00004627#DNA/DTA	1058	12848	12.14	2	32
TE_00004628_LTR#LTR/Gypsy	864	133690	154.73	1	731
TE_00004629#DNA/DTC	1145	48641	42.48	1	211
TE_00004630#DNA/DTT	565	93310	165.15	2	307
TE_00004631#MITE/DTT	89	1036	11.64	3	28
TE_00004632#DNA/DTH	431	773	1.79	0	9
TE_00004633#DNA/DTC	701	15983	22.80	0	63
TE_00004634_LTR#LTR/Gypsy	497	27210370	54749.24	4656	92857
TE_00004635_INT#LTR/Gypsy	1712	598361	349.51	0	1149
TE_00004636#DNA/Helitron	1346	42241	31.38	1	63
TE_00004637#DNA/DTH	443	1586	3.58	0	13
TE_00004638#DNA/DTH	1311	239552	182.72	1	413
TE_00004639#DNA/DTC	3591	163313	45.48	2	297
TE_00004640#DNA/DTT	640	3730	5.83	1	11
TE_00004641_INT#LTR/Copia	6138	2462800	401.24	0	2633
TE_00004642_INT#LTR/Gypsy	273	18634	68.26	0	117
TE_00004645#DNA/DTA	773	6769	8.76	2	30
TE_00004646_LTR#LTR/Copia	170	697	4.10	0	9
TE_00004647_INT#LTR/Gypsy	2875	2912979	1013.21	0	4333
TE_00004648#DNA/DTA	610	103396	169.50	56	241
TE_00004649_LTR#LTR/Gypsy	910	420909	462.54	88	1009
TE_00004650_LTR#LTR/Gypsy	495	1518594	3067.87	1167	4583
TE_00004651#DNA/DTH	1205	30591	25.39	1	77
TE_00004653#DNA/DTC	299	1712	5.73	0	15
TE_00004654#DNA/DTC	3307	31445	9.51	1	22
TE_00004655#DNA/DTM	1255	12009	9.57	3	17
TE_00004656_INT#LTR/Gypsy	4591	79610	17.34	3	58
TE_00004657_LTR#LTR/Copia	182	9381	51.54	3	392
TE_00004658_INT#LTR/Gypsy	693	209675	302.56	33	870
TE_00004659_INT#LTR/Gypsy	482	83195	172.60	0	743
TE_00004660#DNA/DTC	1670	474788	284.30	0	1547
TE_00004661#DNA/Helitron	3926	190505	48.52	1	153
TE_00004662#DNA/DTM	1178	9857	8.37	0	23
TE_00004663_INT#LTR/Gypsy	2222	6121142	2754.79	0	11021
TE_00004664_INT#LTR/Gypsy	1080	3303476	3058.77	137	5427
TE_00004665_INT#LTR/Copia	5347	250256	46.80	1	526
TE_00004666#DNA/DTC	4256	427966	100.56	0	478
TE_00004667#DNA/DTH	500	8764	17.53	0	52
TE_00004668_INT#LTR/Gypsy	802	1944647	2424.75	2	5282
TE_00004669_LTR#LTR/Copia	192	993	5.17	0	9
TE_00004670#MITE/DTT	158	518	3.28	1	13
TE_00004672#MITE/DTT	523	14698	28.10	0	223
TE_00004673#DNA/Helitron	685	14348	20.95	1	53
TE_00004674#DNA/DTC	1203	6415	5.33	0	19
TE_00004675_INT#LTR/Gypsy	750	4585821	6114.43	0	13996
TE_00004676#DNA/DTM	736	11905	16.18	4	42
TE_00004677#DNA/DTT	1299	59767	46.01	1	241
TE_00004678_LTR#LTR/Gypsy	331	1369846	4138.51	1205	7441
TE_00004679#DNA/DTM	1336	17644	13.21	2	24
TE_00004680#DNA/DTC	233	1394	5.98	0	26
TE_00004681#DNA/DTM	2707	715297	264.24	0	2470
TE_00004682_INT#LTR/Gypsy	96	810	8.44	0	18
TE_00004683#DNA/DTT	1416	42281	29.86	0	208
TE_00004684#DNA/Helitron	767	5366	7.00	1	36
TE_00004685#DNA/Helitron	3218	17745	5.51	0	80
TE_00004686#DNA/DTC	1257	71105	56.57	0	324
TE_00004687#MITE/DTA	159	1358	8.54	6	12
TE_00004689#DNA/DTT	3568	39786	11.15	0	137
TE_00004690#DNA/DTM	4163	652483	156.73	1	459
TE_00004691_LTR#LTR/Copia	204	3927	19.25	7	25
TE_00004692_INT#LTR/Gypsy	3652	1026136	280.98	0	1031
TE_00004693#DNA/DTC	3511	30480	8.68	2	45
TE_00004694#DNA/DTT	2007	32392	16.14	0	92
TE_00004695_INT#LTR/Copia	2138	13075	6.12	0	21
TE_00004696#MITE/DTM	345	1269	3.68	1	7
TE_00004697#DNA/Helitron	1464	28303	19.33	0	82
TE_00004698_LTR#LTR/Gypsy	965	5535627	5736.40	48	11375
TE_00004699_LTR#LTR/Gypsy	1349	7156414	5304.98	1244	12206
TE_00004700_LTR#LTR/Copia	80	8445	105.56	1	312
TE_00004701#DNA/Helitron	953	5702	5.98	0	29
TE_00004702#DNA/DTM	1354	9427	6.96	1	20
TE_00004704_INT#LTR/Gypsy	1755	46976	26.77	0	189
TE_00004705#DNA/DTA	793	13912	17.54	6	35
TE_00004708#DNA/DTC	2519	384585	152.67	1	671
TE_00004709_INT#LTR/Gypsy	377	15952	42.31	0	169
TE_00004710#DNA/Helitron	2187	26786	12.25	0	94
TE_00004711#DNA/DTC	4110	54423	13.24	0	24
TE_00004712#DNA/DTH	1019	24506	24.05	4	74
TE_00004713#DNA/DTC	3970	1009743	254.34	0	1143
TE_00004714_LTR#LTR/Copia	430	88197	205.11	46	286
TE_00004715#MITE/DTT	260	79465	305.63	11	395
TE_00004716_LTR#LTR/Copia	409	9256	22.63	0	46
TE_00004717_INT#LTR/Copia	4384	42353	9.66	2	24
TE_00004718#DNA/DTH	1697	163347	96.26	0	333
TE_00004719#DNA/DTM	3224	53047	16.45	0	60
TE_00004720#MITE/DTT	81	921	11.37	1	14
TE_00004721#DNA/DTM	4083	129019	31.60	1	92
TE_00004722#DNA/DTA	687	110246	160.47	3	214
TE_00004723#DNA/DTC	3849	4327612	1124.35	0	6739
TE_00004724#DNA/Helitron	2858	26534	9.28	0	50
TE_00004725_INT#LTR/Gypsy	357	697537	1953.89	0	3227
TE_00004727_INT#LTR/Copia	3338	3824517	1145.75	0	3576
TE_00004728#MITE/DTT	90	152	1.69	0	3
TE_00004729#DNA/Helitron	2378	61752	25.97	0	476
TE_00004732_LTR#LTR/Copia	179	2292	12.80	10	15
TE_00004733#MITE/DTM	353	1156	3.27	1	6
TE_00004734#DNA/DTC	1904	784119	411.83	0	2972
TE_00004735#DNA/DTM	2478	233034	94.04	1	393
TE_00004737_LTR#LTR/Gypsy	308	6136	19.92	10	29
TE_00004738#MITE/DTT	197	31885	161.85	0	745
TE_00004739_LTR#LTR/Gypsy	968	21176	21.88	0	85
TE_00004742#DNA/Helitron	481	1158	2.41	0	9
TE_00004743#DNA/DTT	3729	66703	17.89	0	497
TE_00004744_LTR#LTR/Copia	254	4151	16.34	5	27
TE_00004745#DNA/DTC	4995	69578	13.93	1	74
TE_00004746#DNA/DTA	932	24330	26.11	13	40
TE_00004747#DNA/Helitron	1666	13795	8.28	0	83
TE_00004748#DNA/DTT	1355	3372	2.49	0	20
TE_00004750#DNA/DTC	3859	73360	19.01	0	115
TE_00004752_INT#LTR/Gypsy	675	248004	367.41	0	1396
TE_00004753#DNA/DTH	1179	107078	90.82	1	318
TE_00004754#DNA/Helitron	12793	15479	1.21	0	42
TE_00004755_INT#LTR/Gypsy	445	4638	10.42	0	22
TE_00004756_INT#LTR/Gypsy	2455	1010829	411.74	0	1800
TE_00004757_INT#LTR/Gypsy	390	501640	1286.26	0	1926
TE_00004758#MITE/DTH	338	666	1.97	0	6
TE_00004759#MITE/DTT	201	39664	197.33	50	234
TE_00004762#MITE/DTA	176	2494	14.17	7	24
TE_00004765_INT#LTR/Gypsy	278	5018	18.05	0	88
TE_00004766#DNA/DTM	1217	22390	18.40	3	68
TE_00004767#DNA/DTC	85	857	10.08	0	18
TE_00004768#DNA/DTC	929	19274	20.75	0	98
TE_00004771_INT#LTR/Gypsy	1900	1976946	1040.50	1	2810
TE_00004772#DNA/DTC	132	79128	599.45	0	1414
TE_00004773_INT#LTR/Copia	4652	218146	46.89	4	111
TE_00004774_INT#LTR/Gypsy	145	18284	126.10	0	147
TE_00004778#DNA/DTT	1487	168130	113.07	0	833
TE_00004782#DNA/DTT	2042	13334	6.53	0	42
TE_00004783#DNA/DTH	3733	73791	19.77	0	83
TE_00004784_INT#LTR/Gypsy	184	44339	240.97	0	709
TE_00004785_INT#LTR/Gypsy	801	43240	53.98	0	215
TE_00004786#DNA/DTT	2460	728453	296.12	2	4364
TE_00004787#DNA/DTT	3549	82601	23.27	0	54
TE_00004788_LTR#LTR/Copia	4831	50323113	10416.71	367	36633
TE_00004789#MITE/DTA	177	3018	17.05	10	37
TE_00004790#DNA/DTM	3067	290544	94.73	3	151
TE_00004791#DNA/Helitron	5391	1019506	189.11	0	1367
TE_00004792_LTR#LTR/Gypsy	1008	275520	273.33	27	549
TE_00004793#DNA/DTM	1092	6223	5.70	0	29
TE_00004794#MITE/DTM	563	44778	79.53	1	182
TE_00004795#MITE/DTT	223	169	0.76	0	2
TE_00004796_INT#LTR/Gypsy	155	28580	184.39	0	217
TE_00004798#DNA/Helitron	3146	9191	2.92	0	28
TE_00004799#MITE/DTA	190	3805	20.03	4	53
TE_00004800_INT#LTR/Gypsy	1100	4060153	3691.05	5	12248
TE_00004801_INT#LTR/Gypsy	2204	641774	291.19	0	1206
TE_00004802#DNA/DTC	140	1988	14.20	1	26
TE_00004803#DNA/Helitron	816	1141	1.40	0	7
TE_00004804_LTR#LTR/Gypsy	188	358318	1905.95	186	3133
TE_00004805_LTR#LTR/Copia	158	8909	56.39	2	124
TE_00004806_INT#LTR/Gypsy	4281	2589308	604.84	3	2258
TE_00004807_INT#LTR/Gypsy	3951	4869671	1232.52	0	5017
TE_00004808#MITE/DTT	261	289	1.11	0	6
TE_00004809#DNA/DTT	3834	35470	9.25	0	192
TE_00004810_INT#LTR/Gypsy	4249	10024037	2359.15	2	3954
TE_00004811#MITE/DTT	81	938	11.58	5	22
TE_00004814_INT#LTR/Gypsy	976	113006	115.78	2	327
TE_00004815_INT#LTR/Copia	4360	187007	42.89	0	183
TE_00004816#DNA/DTC	111	23	0.21	0	1
TE_00004817_LTR#LTR/Gypsy	2965	4916554	1658.20	46	5215
TE_00004818#DNA/DTM	677	6478	9.57	3	25
TE_00004819#DNA/Helitron	2006	44604	22.24	0	134
TE_00004820#DNA/DTH	1659	218973	131.99	0	894
TE_00004821#DNA/DTH	1397	971714	695.57	19	1983
TE_00004822_INT#LTR/Gypsy	1948	1710547	878.10	1	4682
TE_00004823#DNA/Helitron	1629	76948	47.24	0	116
TE_00004824#DNA/DTA	4051	59010	14.57	1	146
TE_00004825_INT#LTR/Copia	429	12741	29.70	0	50
TE_00004826#DNA/DTC	3462	60685	17.53	2	38
TE_00004827#DNA/DTM	2081	22097	10.62	0	34
TE_00004829#DNA/DTM	892	350091	392.48	1	4091
TE_00004830#DNA/DTA	1272	29474	23.17	2	77
TE_00004831#DNA/DTH	887	4724	5.33	0	19
TE_00004832#DNA/DTT	2898	11685072	4032.12	0	9007
TE_00004833_LTR#LTR/Copia	122	3205	26.27	3	39
TE_00004834#DNA/Helitron	4080	119339	29.25	1	104
TE_00004835#DNA/Helitron	445	2164	4.86	1	10
TE_00004836#DNA/DTM	941	8273	8.79	1	29
TE_00004837_INT#LTR/Gypsy	3335	2784034	834.79	0	2511
TE_00004838#MITE/DTT	104	2279	21.91	3	44
TE_00004839_INT#LTR/Gypsy	3984	567430	142.43	0	375
TE_00004840#DNA/DTC	3800	279627	73.59	4	253
TE_00004842#MITE/DTH	329	7417	22.54	1	52
TE_00004843_INT#LTR/Gypsy	1783	3114637	1746.85	8	11504
TE_00004845#DNA/DTC	2929	1126045	384.45	1	1669
TE_00004846_INT#LTR/Gypsy	222	6266	28.23	0	63
TE_00004847_INT#LTR/Copia	195	112950	579.23	346	659
TE_00004849_INT#LTR/Gypsy	643	1458142	2267.72	2	3923
TE_00004850#DNA/DTM	1074	7244	6.74	0	41
TE_00004851_INT#LTR/Gypsy	11723	19889347	1696.61	99	5969
TE_00004852_INT#LTR/Gypsy	1167	1257970	1077.95	0	1953
TE_00004853#DNA/DTH	2110	954127	452.19	10	937
TE_00004854#DNA/DTH	966	3681	3.81	0	27
TE_00004856_INT#LTR/Gypsy	1903	895619	470.64	0	2432
TE_00004857_INT#LTR/Gypsy	1483	2574225	1735.82	13	6044
TE_00004858#MITE/DTT	585	62386	106.64	0	329
TE_00004859#DNA/Helitron	3099	153085	49.40	0	2258
TE_00004860_LTR#LTR/Gypsy	317	64904	204.74	15	295
TE_00004862_LTR#LTR/Gypsy	261	2550	9.77	5	17
TE_00004863_LTR#LTR/Copia	966	1896555	1963.31	56	4016
TE_00004865_INT#LTR/Gypsy	4762	74216	15.59	5	33
TE_00004866_INT#LTR/Copia	4487	94447	21.05	3	36
TE_00004867_INT#LTR/Gypsy	154	6870	44.61	0	89
TE_00004868#DNA/DTM	1250	12759	10.21	1	40
TE_00004869_INT#LTR/Gypsy	352	44628	126.78	20	257
TE_00004871_INT#LTR/Gypsy	140	48717	347.98	0	614
TE_00004873_INT#LTR/Copia	7269	94153	12.95	0	42
TE_00004874_INT#LTR/Gypsy	3337	14975576	4487.74	0	17796
TE_00004875_INT#LTR/Gypsy	1985	68071	34.29	0	128
TE_00004876#DNA/Helitron	2057	23706	11.52	2	27
TE_00004879_INT#LTR/Gypsy	5956	2257874	379.09	9	1111
TE_00004880#DNA/DTM	789	3292	4.17	0	27
TE_00004881_INT#LTR/Gypsy	336	6794	20.22	0	145
TE_00004882#DNA/DTM	842	101523	120.57	16	279
TE_00004884_INT#LTR/Gypsy	3206	5748907	1793.17	31	8916
TE_00004886_INT#LTR/Copia	158	848	5.37	0	28
TE_00004887#DNA/Helitron	513	4275	8.33	1	21
TE_00004888#DNA/DTH	185	9664	52.24	0	114
